Workload1,Workload2,workload_online,workload_offline,Thread_combination,weight_Throughput_sum,Power,Duration,Energy,selected_model_freq,online_smact,estimated_offline_smact,estimated_offline_partition,ThreadCombination_online_offline,Weighted_Thruput_Online_Offline,estimated_best_partition_throughput,actual_best_partition_throughput,estimated_to_actual_ratio,w1_optimal_percentage,w2_optimal_percentage
fastWalshTransform_batch2-cuda_samples,resnet-50_batch2-inf,resnet-50_batch2-inf,fastWalshTransform_batch2-cuda_samples,"(w1_90, w2_10)",115.266,147.9897872,117.412,17415.08265,freq900,14.84787234,85.15212766,90,"(online_10, offline_90)",115.266,115.266,146.837,0.784992883,90,10
fastWalshTransform_batch2-cuda_samples,vit_h_14_batch2-train,fastWalshTransform_batch2-cuda_samples,vit_h_14_batch2-train,"(w1_90, w2_10)",74.17,153.4331513,119.001,18305.75777,freq900,94.676,5.324,10,"(online_90, offline_10)",74.17,74.17,74.17,1,90,10
fastWalshTransform_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,fastWalshTransform_batch2-cuda_samples,"(w1_90, w2_10)",147.377,143.4505579,116.417,16737.75573,freq900,5.037234043,94.96276596,90,"(online_10, offline_90)",147.377,147.377,162.521,0.906818196,90,10
albert-base-v2_batch2-train,reductionMultiBlockCG_batch2-cuda_samples,reductionMultiBlockCG_batch2-cuda_samples,albert-base-v2_batch2-train,"(w1_10, w2_90)",585.799,163.191435,111.51,18246.38855,freq1530,93.19684211,6.80315789,10,"(online_90, offline_10)",585.799,585.799,585.799,1,10,90
albert-base-v2_batch2-train,transpose_batch2-cuda_samples,transpose_batch2-cuda_samples,albert-base-v2_batch2-train,"(w1_20, w2_80)",487.749,188.5576952,134.6,25444.28646,freq1530,84.31428571,15.68571429,20,"(online_80, offline_20)",487.749,487.749,534.536,0.912471751,20,80
albert-base-v2_batch2-train,sortingNetworks_batch2-cuda_samples,sortingNetworks_batch2-cuda_samples,albert-base-v2_batch2-train,"(w1_20, w2_80)",109.066,180.8743983,120.532,21861.15019,freq1530,83.40186916,16.59813084,20,"(online_80, offline_20)",109.066,109.066,111.986,0.973925312,20,80
albert-base-v2_batch2-train,fastWalshTransform_batch2-cuda_samples,fastWalshTransform_batch2-cuda_samples,albert-base-v2_batch2-train,"(w1_10, w2_90)",75.778,154.8657627,118.045,18324.7286,freq1530,95.59911504,4.40088496,10,"(online_90, offline_10)",75.778,75.778,75.778,1,10,90
albert-base-v2_batch2-train,cudaTensorCoreGemm_batch2-cuda_samples,cudaTensorCoreGemm_batch2-cuda_samples,albert-base-v2_batch2-train,"(w1_10, w2_90)",159.83,161.3084389,324.475,52389.51426,freq1530,98.45539033,1.54460967,10,"(online_90, offline_10)",159.83,159.83,159.83,1,10,90
resnet-50_batch2-inf,transpose_batch2-cuda_samples,resnet-50_batch2-inf,transpose_batch2-cuda_samples,"(w1_10, w2_90)",608.263,166.0053191,117.472,19547.55852,freq1530,10.2,89.8,90,"(online_10, offline_90)",608.263,608.263,608.263,1,10,90
resnet-50_batch2-inf,sortingNetworks_batch2-cuda_samples,resnet-50_batch2-inf,sortingNetworks_batch2-cuda_samples,"(w1_10, w2_90)",156.337,158.8867841,113.521,18086.98211,freq1530,10.2,89.8,90,"(online_10, offline_90)",156.337,156.337,177.804,0.879265933,10,90
cudaTensorCoreGemm_batch2-cuda_samples,wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,cudaTensorCoreGemm_batch2-cuda_samples,"(w1_20, w2_80)",75.354,187.8976904,1582.254,297361.7991,freq1530,80.24,19.76,20,"(online_80, offline_20)",75.354,75.354,165.13,0.456331375,20,80
cudaTensorCoreGemm_batch2-cuda_samples,vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,cudaTensorCoreGemm_batch2-cuda_samples,"(w1_70, w2_30)",175.664,168.5117712,407.466,68711.60827,freq1530,33.125,66.875,70,"(online_30, offline_70)",175.664,175.664,186.107,0.943887119,70,30
cudaTensorCoreGemm_batch2-cuda_samples,mobilenet_batch2-train,cudaTensorCoreGemm_batch2-cuda_samples,mobilenet_batch2-train,"(w1_90, w2_10)",223.242,134.921256,311.377,42044.93759,freq1530,98.45539033,1.54460967,10,"(online_90, offline_10)",223.242,223.242,223.242,1,90,10
cudaTensorCoreGemm_batch2-cuda_samples,resnet-50_batch2-train,cudaTensorCoreGemm_batch2-cuda_samples,resnet-50_batch2-train,"(w1_90, w2_10)",201.707,142.8823672,330.424,47248.98247,freq1530,98.45539033,1.54460967,10,"(online_90, offline_10)",201.707,201.707,201.707,1,90,10
cudaTensorCoreGemm_batch2-cuda_samples,resnet-50_batch2-inf,resnet-50_batch2-inf,cudaTensorCoreGemm_batch2-cuda_samples,"(w1_90, w2_10)",219.783,144.3496367,317.251,45832.91599,freq1530,10.2,89.8,90,"(online_10, offline_90)",219.783,219.783,223.698,0.982498726,90,10
cudaTensorCoreGemm_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,mobilenet_v2_1.0_224_batch2-inf,cudaTensorCoreGemm_batch2-cuda_samples,"(w1_90, w2_10)",246.955,135.5104313,313.835,42561.72508,freq1530,3.3,96.7,90,"(online_10, offline_90)",246.955,246.955,246.955,1,90,10
mobilenet_v2_1.0_224_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,"(w1_10, w2_90)",705.999,144.4312981,103.932,15049.09187,freq1530,3.3,96.7,90,"(online_10, offline_90)",705.999,705.999,705.999,1,10,90
mobilenet_v2_1.0_224_batch2-inf,transpose_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,transpose_batch2-cuda_samples,"(w1_10, w2_90)",645.377,159.5528139,115.397,18455.78042,freq1530,3.3,96.7,90,"(online_10, offline_90)",645.377,645.377,645.377,1,10,90
mobilenet_v2_1.0_224_batch2-inf,sortingNetworks_batch2-cuda_samples,mobilenet_v2_1.0_224_batch2-inf,sortingNetworks_batch2-cuda_samples,"(w1_10, w2_90)",190.574,155.8838839,112,17502.13882,freq1530,3.3,96.7,90,"(online_10, offline_90)",190.574,190.574,194.076,0.981955523,10,90
bert-base-cased_batch2-train,transpose_batch2-cuda_samples,transpose_batch2-cuda_samples,bert-base-cased_batch2-train,"(w1_20, w2_80)",479.925,183.8269963,136.619,25175.81319,freq1530,84.31428571,15.68571429,20,"(online_80, offline_20)",479.925,479.925,530.398,0.904839385,20,80
bert-base-cased_batch2-train,sortingNetworks_batch2-cuda_samples,sortingNetworks_batch2-cuda_samples,bert-base-cased_batch2-train,"(w1_20, w2_80)",107.902,180.9409959,120.564,21874.79153,freq1530,83.40186916,16.59813084,20,"(online_80, offline_20)",107.902,107.902,111.868,0.964547502,20,80
bert-base-cased_batch2-train,fastWalshTransform_batch2-cuda_samples,fastWalshTransform_batch2-cuda_samples,bert-base-cased_batch2-train,"(w1_10, w2_90)",75.537,154.3987029,119.537,18500.8402,freq1530,95.59911504,4.40088496,10,"(online_90, offline_10)",75.537,75.537,75.537,1,10,90
bert-base-cased_batch2-train,cudaTensorCoreGemm_batch2-cuda_samples,cudaTensorCoreGemm_batch2-cuda_samples,bert-base-cased_batch2-train,"(w1_10, w2_90)",158.208,161.025963,325.453,52452.00518,freq1530,98.45539033,1.54460967,10,"(online_90, offline_10)",158.208,158.208,158.208,1,10,90
bert-base-cased_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,bert-base-cased_batch2-inf,reductionMultiBlockCG_batch2-cuda_samples,"(w1_90, w2_10)",156.332,189.1502431,764.338,144640.5441,freq1530,87.4,12.6,10,"(online_90, offline_10)",156.332,156.332,606.046,0.257954017,90,10
bert-base-cased_batch2-inf,transpose_batch2-cuda_samples,bert-base-cased_batch2-inf,transpose_batch2-cuda_samples,"(w1_90, w2_10)",159.448,187.6126722,729.281,136886.3091,freq1530,87.4,12.6,10,"(online_90, offline_10)",159.448,159.448,549.988,0.28991178,90,10
bert-base-cased_batch2-inf,sortingNetworks_batch2-cuda_samples,bert-base-cased_batch2-inf,sortingNetworks_batch2-cuda_samples,"(w1_90, w2_10)",90.845,186.3851954,616.633,114994.7359,freq1530,87.4,12.6,10,"(online_90, offline_10)",90.845,90.845,119.442,0.760578356,90,10
bert-base-cased_batch2-inf,fastWalshTransform_batch2-cuda_samples,bert-base-cased_batch2-inf,fastWalshTransform_batch2-cuda_samples,"(w1_90, w2_10)",86.5,188.0703764,520.162,97892.18202,freq1530,87.4,12.6,10,"(online_90, offline_10)",86.5,86.5,95.118,0.909396749,90,10
bert-base-cased_batch2-inf,cudaTensorCoreGemm_batch2-cuda_samples,bert-base-cased_batch2-inf,cudaTensorCoreGemm_batch2-cuda_samples,"(w1_90, w2_10)",84.382,187.7149419,3285.32,616767.1196,freq1530,87.4,12.6,10,"(online_90, offline_10)",84.382,84.382,168.681,0.500246027,90,10
